,BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,FloorNo,TotalFloor
963,2,12000,750,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
964,1,6000,1200,Carpet Area,Bangalore,Furnished,Bachelors,1,Contact Owner,3,5
965,2,12000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
966,1,6500,450,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
967,3,13500,1100,Super Area,Bangalore,Unfurnished,Family,3,Contact Owner,3,5
968,1,10000,700,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,1,1
969,2,8500,650,Carpet Area,Bangalore,Furnished,Family,2,Contact Owner,8,8
970,1,7500,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
971,2,16000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
972,1,5000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
973,2,14000,700,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
974,1,8500,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
975,1,10000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
976,1,8500,500,Super Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,1,2
977,2,15000,1280,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,5
978,2,9500,200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
979,2,14000,900,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
980,1,10000,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
981,2,10000,500,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,2,4
982,2,13000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
983,2,13000,850,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,Lower Basement,2
984,1,10000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
985,1,8000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
986,1,6000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
987,2,8500,532,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,1,2
988,2,13000,1000,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
989,1,5000,150,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
990,1,7500,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
991,1,13900,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
992,2,15000,1100,Carpet Area,Bangalore,Furnished,Bachelors,2,Contact Owner,3,3
993,2,13000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,2,5
994,1,7700,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
995,2,17000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
996,2,18000,1050,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
997,1,15000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
998,2,17500,1150,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent,3,4
999,2,14000,110,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
1000,1,9000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
1001,2,12000,940,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
1002,2,12000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
1003,2,12000,750,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1004,1,10000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1005,1,9000,600,Carpet Area,Bangalore,Semi-Furnished,Family,1,Contact Owner,3,4
1006,2,12000,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
1007,2,11000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1008,2,15000,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
1009,1,5500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1010,2,18000,1000,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,Ground,4
1011,2,18000,1250,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
1012,2,15000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
1013,1,6000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1014,2,12000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1015,2,10000,990,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1016,2,9500,850,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,1,2
1017,2,16000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
1018,2,9500,650,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
1019,1,6500,400,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
1020,2,13500,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
1021,2,9500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1022,3,15000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1023,2,12500,570,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1024,2,12000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
1025,1,8000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1026,1,7500,750,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,1
1027,2,14500,650,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
1028,2,16000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1029,1,7500,460,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
1030,2,7500,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
1031,2,19500,1080,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,Ground,2
1032,2,16500,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1033,2,14500,1025,Super Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner,8,9
1034,2,16000,650,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
1035,2,8000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
1036,2,10000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1037,2,12000,630,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,3,5
1038,2,9000,550,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
1039,1,10000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,1,4
1040,1,11000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
1041,2,11000,900,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1042,1,10000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,5
1043,1,6500,450,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1044,2,18000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
1045,1,6200,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1046,2,5500,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
1047,2,12000,700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1048,2,11500,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1049,1,16000,550,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,7
1050,1,11000,450,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,4,4
1051,1,9000,400,Super Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,1,1
1052,1,6000,650,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
1053,2,12000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
1054,2,16000,1333,Super Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner,2,4
1055,1,9000,425,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,5
1056,1,8000,300,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
1057,2,13500,650,Carpet Area,Bangalore,Unfurnished,Family,2,Contact Owner,2,3
1058,2,14000,800,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,Ground,2
1059,2,14000,1200,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,2,3
1060,1,4700,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
1061,2,17000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
1062,2,11000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1063,1,12000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1064,2,12000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
1065,1,6000,350,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
1066,2,18500,900,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
1067,1,4750,200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
1068,2,15000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
1069,2,17600,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,1,4
1070,2,8000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1071,1,7000,650,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,5
1072,2,15000,750,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1073,2,18000,1065,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,5
1074,2,8000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
1075,2,9000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
1076,1,6000,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1077,2,7500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1078,1,15000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,5,5
1079,2,10000,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,1
1080,2,14000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1081,1,7000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1082,1,6000,600,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,3,4
1083,3,17000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1084,2,15000,920,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,4
1085,1,8200,750,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
1086,1,8500,300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1087,1,8000,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1088,1,11500,300,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,1,2
1089,1,6500,300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1090,1,6500,700,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
1091,2,16000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,Ground,2
1092,1,15000,455,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,4
1093,2,18000,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
1094,1,8500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
1095,1,4000,250,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1096,1,5000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1097,1,12000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,2,5
1098,1,9000,350,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1099,2,7500,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1100,4,14000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
1101,2,9250,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1102,1,13000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
1103,2,12000,1200,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,5
1104,1,12000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1105,2,10000,925,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,5
1106,2,12000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,4
1107,1,14000,435,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,3,5
1108,1,8000,650,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
1109,2,11000,700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1110,1,12500,600,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,3,4
1111,1,14000,440,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,5
1112,1,7000,450,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
1113,2,16000,1150,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,3,5
1114,2,11000,600,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,2,5
1115,2,5000,625,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1116,1,4000,100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1117,2,15000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,1
1118,3,18000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
1119,2,12000,1080,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,1,2
1120,1,8500,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
1121,2,11000,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
1122,1,8500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,5
1123,2,12500,950,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,8
1124,2,18000,1188,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,4
1125,1,6000,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1126,2,9000,875,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
1127,1,7000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
1128,2,19000,1250,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,3
1129,1,11000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,4,5
1130,3,18000,1600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1131,1,12000,550,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,1,3
1132,2,18000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1133,2,10000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1134,1,6000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1135,1,4500,300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,3
1136,1,8000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
1137,2,17500,1000,Carpet Area,Bangalore,Unfurnished,Family,2,Contact Owner,1,3
1138,2,17000,1020,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
1139,1,12000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1140,1,4500,200,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4,5
1141,1,5000,300,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
1142,1,6000,400,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1,3
1143,1,11000,450,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
1144,2,10000,700,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,Lower Basement,3
1145,2,16000,680,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,10
1146,2,14000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1147,2,7500,600,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,3,4
1148,3,16000,1200,Carpet Area,Bangalore,Unfurnished,Bachelors,3,Contact Owner,1,4
1149,2,18000,1800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1150,1,8000,500,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,2,2
1151,2,11000,1200,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
1152,1,8000,750,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1153,1,13000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
1154,2,14000,800,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1155,1,9500,400,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2,4
1156,3,14000,600,Carpet Area,Delhi,Unfurnished,Bachelors,3,Contact Agent,2,4
1157,2,18500,650,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Owner,2,4
1158,1,3500,180,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1159,1,9000,450,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
1160,2,12000,400,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,4
1161,2,11000,450,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,1,4
1162,2,11000,550,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent,3,5
1163,2,10000,450,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
1164,2,16000,100,Super Area,Delhi,Unfurnished,Bachelors,2,Contact Owner,3,3
1165,1,16000,400,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Owner,2,3
1166,2,12000,750,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,1,3
1167,1,8000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
1168,3,14000,1100,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,Ground,3
1169,1,14900,450,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,Ground,5
1170,2,15000,850,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
1171,3,10000,600,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,3,4
1172,1,9000,500,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,1,4
1173,1,7000,350,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,4
1174,2,13500,623,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,3
1175,2,7500,450,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,5
1176,2,9000,445,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4,4
1177,1,13000,550,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,1,4
1178,1,12000,350,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,4,4
1179,2,16000,650,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,4
1180,2,13000,70,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
1181,3,18000,800,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1182,2,8500,60,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
1183,2,18000,600,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
1184,1,11500,450,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,3,4
1185,2,15500,600,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Owner,1,4
1186,2,16000,650,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
1187,1,9500,600,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1188,1,10000,450,Super Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,3,4
1189,2,12000,48,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
1190,2,16500,550,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,4
1191,1,4500,240,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1192,1,12000,48,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
1193,1,5500,50,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
1194,2,9000,145,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
1195,1,12000,450,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
1196,2,6000,300,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
1197,1,5000,25,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,5
1198,2,7500,1100,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
1199,2,5500,380,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
1200,1,13000,550,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,3,4
1201,1,5000,180,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
